Assessment,Assessment Language,State,District,School,Local ID,State ID,FAST ID,First Name,Last Name,Gender,DOB,Race,Special Ed. Status,Grade,Unnamed: 15,Fall aMath Test Theta,Fall aMath Percentile at School,Fall aMath Percentile at LEA,Fall aMath Percentile at Nation,Fall aMath Risk Level,Fall aMath Final Date,Winter aMath Test Theta,Winter aMath Percentile at School,Winter aMath Percentile at LEA,Winter aMath Percentile at Nation,Winter aMath Risk Level,Winter aMath Final Date,Growth Score from Fall to Winter,School Growth Percentile from Fall to Winter,District Growth Percentile from Fall to Winter,National Growth Percentile from Fall to Winter,Growth Percentile by Start Score from Fall to Winter,Spring aMath Test Theta,Spring aMath Percentile at School,Spring aMath Percentile at LEA,Spring aMath Percentile at Nation,Spring aMath Risk Level,Spring aMath Final Date,Growth Score from Fall to Spring,School Growth Percentile from Fall to Spring,District Growth Percentile from Fall to Spring,National Growth Percentile from Fall to Spring,Growth Percentile by Start Score from Fall to Spring,Growth Score from Winter to Spring,School Growth Percentile from Winter to Spring,District Growth Percentile from Winter to Spring,National Growth Percentile from Winter to Spring,Growth Percentile by Start Score from Winter to Spring,Screening Period 4 aMath Test Theta,Screening Period 4 aMath Percentile at School,Screening Period 4 aMath Percentile at LEA,Screening Period 4 aMath Percentile at Nation,Screening Period 4 aMath Risk Level,Screening Period 4 aMath Final Date,Growth Score from Fall to Screening Period 4,School Growth Percentile from Fall to Screening Period 4,District Growth Percentile from Fall to Screening Period 4,National Growth Percentile from Fall to Screening Period 4,Growth Percentile by Start Score from Fall to Screening Period 4,Growth Score from Winter to Screening Period 4,School Growth Percentile from Winter to Screening Period 4,District Growth Percentile from Winter to Screening Period 4,National Growth Percentile from Winter to Screening Period 4,Growth Percentile by Start Score from Winter to Screening Period 4,Growth Score from Spring to Screening Period 4,School Growth Percentile from Spring to Screening Period 4,District Growth Percentile from Spring to Screening Period 4,National Growth Percentile from Spring to Screening Period 4,Growth Percentile by Start Score from Spring to Screening Period 4,Screening Period 5 aMath Test Theta,Screening Period 5 aMath Percentile at School,Screening Period 5 aMath Percentile at LEA,Screening Period 5 aMath Percentile at Nation,Screening Period 5 aMath Risk Level,Screening Period 5 aMath Final Date,Growth Score from Fall to Screening Period 5,School Growth Percentile from Fall to Screening Period 5,District Growth Percentile from Fall to Screening Period 5,National Growth Percentile from Fall to Screening Period 5,Growth Percentile by Start Score from Fall to Screening Period 5,Growth Score from Winter to Screening Period 5,School Growth Percentile from Winter to Screening Period 5,District Growth Percentile from Winter to Screening Period 5,National Growth Percentile from Winter to Screening Period 5,Growth Percentile by Start Score from Winter to Screening Period 5,Growth Score from Spring to Screening Period 5,School Growth Percentile from Spring to Screening Period 5,District Growth Percentile from Spring to Screening Period 5,National Growth Percentile from Spring to Screening Period 5,Growth Percentile by Start Score from Spring to Screening Period 5,Growth Score from Screening Period 4 to Screening Period 5,School Growth Percentile from Screening Period 4 to Screening Period 5,District Growth Percentile from Screening Period 4 to Screening Period 5,National Growth Percentile from Screening Period 4 to Screening Period 5,Growth Percentile by Start Score from Screening Period 4 to Screening Period 5,Fall Quantile,Winter Quantile,Spring Quantile,Screening Period 4 Quantile,Screening Period 5 Quantile
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,41948,41948,776527,BRUCE,KAREN,Male,2018-05-02,White,General Ed,Eight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,52682,52682,201592,FRANKLIN,BARKER,Male,2016-03-25,Hispanic/Latino,Special Ed,Eight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,64759,64759,151748,BONNIE,BARKER,Male,2019-09-03,,General Ed,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,62139,62139,858634,AMBER,SLOAN,Male,2018-12-28,White,General Ed,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,56090,56090,845139,JOSHUA,BARKER,Male,2016-09-10,,General Ed,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,43623,43623,127900,JAMES,COOPER,Female,2019-07-11,Black or African American,General Ed,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,85052,85052,158980,DAVID,ANDERSEN,Female,2016-11-09,White,General Ed,Seven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,35041,35041,987233,TIFFANY,JEFFERSON,Female,2019-12-07,White,General Ed,Seven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,21147,21147,535093,NICOLE,JEFFERSON,Male,2016-05-22,White,General Ed,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,35341,35341,267565,TRAVIS,GARCIA,Male,2017-09-04,Black or African American,General Ed,Seven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,19253,19253,717807,PAUL,MARTINEZ,Male,2017-03-14,White,General Ed,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,79128,79128,971034,DAWN,LOWE,Female,2019-11-25,White,General Ed,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,44200,44200,748119,MICHAEL,JOHNSON,Male,2019-11-02,White,Special Ed,Eight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,77886,77886,181274,KAREN,LITTLE,Male,2019-03-27,White,General Ed,Eight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,52555,52555,947917,MEGAN,REID,Male,2017-02-15,White,Special Ed,Nine,,204.79155,N/A*,N/A*,5.0,highRisk,10/24/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235Q,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,34834,34834,457679,MICHAEL,MARTINEZ,Male,2017-12-25,White,General Ed,Seven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,59133,59133,765096,KRISTEN,LI,Female,2018-01-24,White,General Ed,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,48859,48859,720477,JANE,CLARK,Female,2019-03-29,White,General Ed,Seven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Powers Elementary School,55024,55024,590141,DONALD,CARTER,Male,2017-02-11,White,Special Ed,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,20891,20891,399622,ERICA,LOWE,Male,2016-12-23,White,Special Ed,Eight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Powers Elementary School,95858,95858,740378,DONALD,PAYNE,Male,2018-04-27,White,Special Ed,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,62825,62825,473842,MALLORY,REID,Male,2018-05-22,Hispanic/Latino,General Ed,Seven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Powers Elementary School,94329,94329,609520,LAWRENCE,MARTIN,Female,2019-02-18,Black or African American,Special Ed,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,59676,59676,389326,BOBBY,REID,Male,2018-01-23,Hispanic/Latino,General Ed,Eight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Powers Elementary School,84957,84957,354551,JAMES,WELLS,Male,2019-12-12,White,Special Ed,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,29889,29889,274057,JACK,STEIN,Female,2019-03-24,White,General Ed,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,60265,60265,182746,BRANDON,ROBLES,Female,2017-07-18,White,General Ed,Eight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,GARDEN PRAIRIE SCHOOL,44618,44618,101452,DAWN,LEE,Male,2017-06-25,White,General Ed,Five,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,26234,26234,857762,KATHERINE,MORGAN,Male,2019-09-05,White,General Ed,Eight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Powers Elementary School,43859,43859,839059,JOSHUA,BALL,Male,2017-02-11,White,Special Ed,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,72602,72602,307162,KRISTEN,STEIN,Female,2018-01-23,White,General Ed,Seven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Powers Elementary School,87072,87072,842887,KRYSTAL,SNOW,Male,2016-01-30,White,Special Ed,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,67700,67700,506564,AARON,FORD,Male,2016-09-19,Black or African American,Special Ed,Seven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,53896,53896,943340,ANGELA,FORD,Male,2018-06-15,Hispanic/Latino,General Ed,Eight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,74526,74526,528125,COLLIN,CARROLL,Female,2016-11-15,White,General Ed,Eight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,70440,70440,103013,MATTHEW,ENGLISH,Male,2017-05-23,White,General Ed,Eight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,98921,98921,631727,JOHN,ROBERTS,Female,2016-04-26,White,General Ed,Seven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,13142,13142,442434,ROBERT,OSBORN,Male,2019-01-30,Black or African American,General Ed,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,82621,82621,201296,CHELSEA,JOHNSON,Female,2019-06-06,Hispanic/Latino,Special Ed,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Turner Middle School,90012,90012,315206,MELISSA,JOHNSON,Male,2016-04-03,White,General Ed,Seven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,66917,66917,696745,HARRY,JONES,Male,2018-03-25,White,General Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,40305,40305,703621,JENNA,SMITH,Female,2019-03-11,White,General Ed,Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,43918,43918,506753,BRYAN,MELISSA,Male,2019-03-05,White,General Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,81848,81848,879292,SHAWN,GREER,Female,2017-05-23,Black or African American,Special Ed,Twelve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,22913,22913,461018,CHRISTIAN,GONZALEZ,Female,2019-03-06,Hispanic/Latino,General Ed,Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,56503,56503,650291,MEGHAN,SMITH,Male,2018-05-29,White,General Ed,Twelve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,84132,84132,636788,DIANE,SMITH,Male,2019-12-14,White,Special Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,91314,91314,178262,MARY,TOWNSEND,Female,2017-05-04,White,General Ed,Twelve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,80591,80591,196769,JAMES,WHITE,Female,2018-09-20,White,General Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,86066,86066,286517,CHRISTIAN,ROBINSON,Female,2018-08-19,Hispanic/Latino,General Ed,Twelve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,34825,34825,920724,JOE,AGUILAR,Female,2019-01-28,White,General Ed,Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,26755,26755,988020,JESSE,REED,Female,2016-09-15,White,General Ed,Twelve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,89917,89917,701199,STEVEN,FREEMAN,Female,2017-09-25,White,General Ed,Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,46691,46691,888105,ANGELA,JONES,Male,2016-12-07,Hispanic/Latino,General Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,38284,38284,412270,JAKE,GRIFFIN,Male,2016-12-02,Asian,General Ed,Twelve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,17590,17590,282679,VERONICA,TRAN,Female,2017-08-21,White,General Ed,Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,32741,32741,435445,MARK,SANFORD,Male,2016-03-28,White,Special Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,57212,57212,206675,RICHARD,MCKINNEY,Female,2018-08-23,White,General Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,98963,98963,691572,DAWN,DRAKE,Female,2016-04-18,White,General Ed,Twelve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,64819,64819,280482,ERIC,MCKINNEY,Male,2016-03-17,White,General Ed,Twelve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,42613,42613,656767,MARGARET,HODGE,Male,2019-03-26,White,Special Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,25854,25854,311935,MARIAH,BENJAMIN,Male,2016-06-07,White,General Ed,Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,88480,88480,462585,RYAN,GONZALEZ,Female,2018-07-27,Black or African American,General Ed,Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,99550,99550,718149,MACKENZIE,PECK,Female,2018-11-13,Hispanic/Latino,General Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,15476,15476,378068,MARK,LOWE,Female,2017-12-20,White,General Ed,Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,86881,86881,985299,RYAN,FLORES,Male,2019-03-11,Black or African American,General Ed,Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,11359,11359,731234,JULIE,FLORES,Female,2019-02-22,Black or African American,General Ed,Twelve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,28984,28984,551952,MARGARET,RAMSEY,Male,2018-06-14,White,General Ed,Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,89365,89365,678980,LISA,HENDERSON,Male,2016-02-23,White,General Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,51860,51860,703144,JOHN,HOBBS,Male,2017-03-05,White,General Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,35364,35364,450639,FRANK,MCKEE,Female,2017-02-28,White,General Ed,Twelve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,53313,53313,737436,RICHARD,FRY,Male,2016-07-10,White,General Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,96857,96857,877454,AMY,MARK,Female,2018-01-03,White,General Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,F. J. Turner High School,92368,92368,550699,GLENN,TAYLOR,Female,2018-08-08,White,General Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,WI,Beloit Turner School District,Powers Elementary School,95996,95996,976902,BRIAN,NICHOLSON,Male,2017-08-22,Black or African American,General Ed,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
