Assessment,Assessment Language,State,District,School,Local ID,State ID,FAST ID,First Name,Last Name,Gender,DOB,Race,Special Ed. Status,Grade,Unnamed: 15,Fall aReading Test Theta,Fall aReading Percentile at School,Fall aReading Percentile at LEA,Fall aReading Percentile at Nation,Fall aReading Risk Level,Fall aReading Final Date,Winter aReading Test Theta,Winter aReading Percentile at School,Winter aReading Percentile at LEA,Winter aReading Percentile at Nation,Winter aReading Risk Level,Winter aReading Final Date,Growth Score from Fall to Winter,School Growth Percentile from Fall to Winter,District Growth Percentile from Fall to Winter,National Growth Percentile from Fall to Winter,Growth Percentile by Start Score from Fall to Winter,Spring aReading Test Theta,Spring aReading Percentile at School,Spring aReading Percentile at LEA,Spring aReading Percentile at Nation,Spring aReading Risk Level,Spring aReading Final Date,Growth Score from Fall to Spring,School Growth Percentile from Fall to Spring,District Growth Percentile from Fall to Spring,National Growth Percentile from Fall to Spring,Growth Percentile by Start Score from Fall to Spring,Growth Score from Winter to Spring,School Growth Percentile from Winter to Spring,District Growth Percentile from Winter to Spring,National Growth Percentile from Winter to Spring,Growth Percentile by Start Score from Winter to Spring,Screening Period 4 aReading Test Theta,Screening Period 4 aReading Percentile at School,Screening Period 4 aReading Percentile at LEA,Screening Period 4 aReading Percentile at Nation,Screening Period 4 aReading Risk Level,Screening Period 4 aReading Final Date,Growth Score from Fall to Screening Period 4,School Growth Percentile from Fall to Screening Period 4,District Growth Percentile from Fall to Screening Period 4,National Growth Percentile from Fall to Screening Period 4,Growth Percentile by Start Score from Fall to Screening Period 4,Growth Score from Winter to Screening Period 4,School Growth Percentile from Winter to Screening Period 4,District Growth Percentile from Winter to Screening Period 4,National Growth Percentile from Winter to Screening Period 4,Growth Percentile by Start Score from Winter to Screening Period 4,Growth Score from Spring to Screening Period 4,School Growth Percentile from Spring to Screening Period 4,District Growth Percentile from Spring to Screening Period 4,National Growth Percentile from Spring to Screening Period 4,Growth Percentile by Start Score from Spring to Screening Period 4,Screening Period 5 aReading Test Theta,Screening Period 5 aReading Percentile at School,Screening Period 5 aReading Percentile at LEA,Screening Period 5 aReading Percentile at Nation,Screening Period 5 aReading Risk Level,Screening Period 5 aReading Final Date,Growth Score from Fall to Screening Period 5,School Growth Percentile from Fall to Screening Period 5,District Growth Percentile from Fall to Screening Period 5,National Growth Percentile from Fall to Screening Period 5,Growth Percentile by Start Score from Fall to Screening Period 5,Growth Score from Winter to Screening Period 5,School Growth Percentile from Winter to Screening Period 5,District Growth Percentile from Winter to Screening Period 5,National Growth Percentile from Winter to Screening Period 5,Growth Percentile by Start Score from Winter to Screening Period 5,Growth Score from Spring to Screening Period 5,School Growth Percentile from Spring to Screening Period 5,District Growth Percentile from Spring to Screening Period 5,National Growth Percentile from Spring to Screening Period 5,Growth Percentile by Start Score from Spring to Screening Period 5,Growth Score from Screening Period 4 to Screening Period 5,School Growth Percentile from Screening Period 4 to Screening Period 5,District Growth Percentile from Screening Period 4 to Screening Period 5,National Growth Percentile from Screening Period 4 to Screening Period 5,Growth Percentile by Start Score from Screening Period 4 to Screening Period 5,Fall Lexile,Winter Lexile,Spring Lexile,Screening Period 4 Lexile,Screening Period 5 Lexile
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,39069,92770,710366,RICHARD,FARRELL,Female,2019-08-02,Black or African American,,Three,,477.59702,42.857143,44.545456,24.0,someRisk,8/29/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210L,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,36082,51633,802814,JOHN,RILEY,Male,2017-05-26,Black or African American,,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,39264,38106,159419,JAMIE,MONTES,Female,2018-08-26,White,,Three,,514.482,87.755104,90.454544,84.0,LI,9/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775L,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,73102,94192,684809,BRIAN,DOMINGUEZ,Female,2017-08-25,Black or African American,,Two,,459.22726,53.448277,49.779736,26.0,someRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR85L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,76633,50376,806317,CHELSEA,FULLER,Female,2017-08-25,Black or African American,,Three,,498.94904,73.46939,73.181816,56.0,lowRisk,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540L,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,87957,45927,533177,MARK,WATKINS,Female,2016-12-21,Black or African American,,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,91202,32942,305800,ERICA,BROOKS,Male,2016-06-14,White,,Three,,476.78052,40.816326,43.636364,23.0,someRisk,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195L,,,,
aReading,Assessment Language,MO,University City School District,PERSHING ELEMENTARY,72190,50229,599771,DUSTIN,BRADFORD,Male,2019-11-08,Black or African American,,Four,,470.65784,31.818182,21.827412,7.0,highRisk,8/29/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,71802,23969,139767,STEPHEN,RICHARDSON,Female,2018-10-15,Black or African American,,Three,,497.8697,65.30612,69.545456,54.0,lowRisk,8/29/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525L,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,49607,32112,304244,JORGE,PETERSEN,Male,2019-06-28,American Indian or Alaska Native,,Ten,,515.63635,N/A*,N/A*,9.0,highRisk,8/29/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805L,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,44023,41582,339356,JULIE,JIMENEZ,Male,2017-01-12,Black or African American,,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,75215,16460,775031,EVELYN,TURNER,Male,2016-07-05,White,,Four,,540.6397,96,96.4467,97.0,LI,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,13125,15059,387817,TIMOTHY,BRYANT,Male,2019-05-09,Black or African American,,Seven,,388.83453,1.1976048,1.1976048,1.0,highRisk,9/11/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR730L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,68778,51565,143498,BRANDY,ROGERS,Male,2019-10-14,Hispanic/Latino,,Four,,551.9614,100,98.98477,99.0,LI,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365L,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,30068,53772,435451,ERIN,VEGA,Female,2018-02-03,Black or African American,,Four,,493.94104,44.262295,44.67005,23.0,someRisk,9/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,97345,94920,782614,THOMAS,YATES,Female,2017-04-09,White,,Four,,533.86255,90,93.90863,92.0,LI,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,37617,36287,700011,STEPHEN,CARTER,Male,2018-01-02,White,,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,92190,48760,119967,BRIAN,REYES,Female,2017-12-25,White,,Three,,553.4573,100,100,99.0,LI,8/29/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380L,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,15573,44084,814610,ANDREW,BAILEY,Female,2018-11-14,Black or African American,,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,77739,40253,490672,JASON,AVILA,Male,2017-07-03,Black or African American,,Three,,439.99268,12.244898,16.818182,4.0,highRisk,8/29/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR280L,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,95308,75495,942205,NATASHA,MARTINEZ,Female,2018-08-19,Black or African American,,Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,17434,49606,946361,JACOB,RICE,Male,2016-09-28,Black or African American,,Three,,485.45972,53.061226,54.090908,34.0,someRisk,8/29/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320L,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,31133,69685,941038,FRANK,VASQUEZ,Female,2019-05-17,Black or African American,,Eleven,,515.5613,18.292683,18.292683,7.0,highRisk,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805L,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,29950,98379,711153,TANYA,WELLS,Male,2019-08-19,Black or African American,,Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,10939,58508,420563,PATRICIA,REID,Female,2018-05-05,Black or African American,,Four,,532.6279,88,93.40102,91.0,LI,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,90647,89975,296268,DONNA,HANSEN,Female,2019-09-03,Black or African American,,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,14252,95668,991264,KRISTEN,BOWEN,Female,2017-03-03,Black or African American,,Four,,463.4017,12,14.213198,4.0,highRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR25L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,43609,54122,764525,SCOTT,WILLIAMS,Male,2019-06-29,Black or African American,,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,52373,16377,194777,ROBERT,SIMMONS,Female,2018-07-29,Black or African American,,Four,,500.8166,44,54.31472,36.0,someRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,37626,12501,312808,CHRISTIE,LAWSON,Female,2018-09-04,Black or African American,,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,61810,94312,984124,ELLEN,MILLER,Male,2019-02-24,Black or African American,,Four,,506.2288,48,62.436546,48.0,lowRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,33030,51877,736051,DANIELLE,DONOVAN,Female,2017-03-07,Black or African American,,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,67130,54623,815168,RACHEL,HALE,Male,2016-05-06,Black or African American,,Four,,512.3052,62,70.05076,59.0,lowRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740L,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,86702,98817,787712,JONATHAN,CAMPBELL,Female,2019-09-02,Black or African American,,Ten,,530.3316,N/A*,N/A*,23.0,someRisk,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,91338,84950,137742,SAMANTHA,STONE,Female,2019-01-07,Black or African American,,Four,,500.13077,40,51.77665,34.0,someRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555L,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,38552,17073,850163,TONI,RICHARD,Female,2016-10-24,Black or African American,,Four,,494.66022,47.540985,46.70051,24.0,someRisk,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,23873,47679,581174,CALEB,BAILEY,Female,2017-04-25,Hispanic/Latino,,Four,,516.76917,70,75.63452,68.0,LI,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820L,,,,
aReading,Assessment Language,MO,University City School District,PERSHING ELEMENTARY,35840,87282,621939,CALEB,HOWELL,Male,2017-01-30,Black or African American,,Two,,426.70667,26,18.502203,5.0,highRisk,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR395L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,45849,40100,699894,SCOTT,SANDERS,Male,2018-12-03,White,,Four,,542.96796,98,97.96954,98.0,LI,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,78319,90532,396033,TIFFANY,MORSE,Female,2017-06-23,Black or African American,,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,50060,43860,771137,VINCENT,BROWN,Female,2016-07-19,Black or African American,,Four,,500.1772,42,52.284264,34.0,someRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,73052,34824,566328,LANCE,ALLEN,Female,2019-02-25,Black or African American,,Six,,520.1233,65.14286,65.14286,46.0,lowRisk,8/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,84147,44902,105666,MELANIE,GOOD,Female,2018-09-29,Black or African American,,Four,,496.90002,38,48.730965,28.0,someRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,23044,99419,495443,STEVEN,MURRAY,Male,2016-12-03,Black or African American,,Six,,482.87466,17.714285,17.714285,6.0,highRisk,8/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,31810,98992,383899,BRIAN,HOWARD,Female,2017-10-16,White,,Four,,535.0089,94,94.92386,93.0,LI,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,86483,71054,566882,LINDSAY,GRAY,Female,2017-01-13,Hispanic/Latino,,Six,,505.82318,37.142857,37.142857,22.0,someRisk,8/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,11401,98416,324996,WILLIAM,CHRISTENSEN,Female,2018-02-16,Multi-Racial,,Four,,513.2884,64,70.55837,61.0,lowRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,64616,65316,410051,MELINDA,JONES,Male,2019-03-06,Black or African American,,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,15450,74813,640041,JENNIFER,LAMB,Male,2016-10-02,White,,Four,,526.69507,84,90.35533,85.0,LI,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,18834,53195,128656,AMANDA,THOMPSON,Female,2018-11-30,Hispanic/Latino,,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,67608,89603,561658,REBECCA,BARRON,Female,2018-01-22,White,,Four,,519.66095,76,81.72589,74.0,LI,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,45499,78484,751294,EMILY,ROBINSON,Male,2017-10-11,Hispanic/Latino,,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,45885,45628,540228,ERIC,WHITE,Female,2019-07-08,Black or African American,,Four,,534.7694,92,94.416245,93.0,LI,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,11928,17442,340869,KEVIN,DYER,Female,2018-05-18,Black or African American,,Seven,,536.29974,74.251495,74.251495,55.0,lowRisk,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,87353,72230,697983,KIM,VALENZUELA,Male,2018-12-02,White,,Four,,523.1121,80,85.786804,80.0,LI,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,94226,18866,872284,LEAH,TAYLOR,Male,2017-03-08,Black or African American,,Six,,497.17053,27.428572,27.428572,13.0,highRisk,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,92298,78094,183917,BETHANY,JOHNSON,Male,2019-01-25,Hispanic/Latino,,Six,,486.71503,20.571428,20.571428,7.0,highRisk,8/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,87249,57816,433617,DOUGLAS,JONES,Male,2018-12-15,Black or African American,,Six,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,48436,25822,135665,LINDA,BROWN,Male,2019-05-23,Multi-Racial,,Six,,545.32666,88.57143,88.57143,90.0,LI,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,34415,16485,299878,ALICIA,HOWARD,Male,2019-10-17,Black or African American,,Six,,475.1602,13.142858,13.142858,4.0,highRisk,8/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,33550,25381,409462,AMANDA,BELL,Female,2019-12-15,Black or African American,,Six,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,62677,83076,130858,MARY,PARKER,Male,2019-06-05,Hispanic/Latino,,Six,,365.16882,0,0,1.0,highRisk,9/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR940L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,29990,99453,276966,CHRISTINE,JONES,Male,2016-06-21,Black or African American,,Six,,482.7248,17.142857,17.142857,6.0,highRisk,9/5/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,72034,39043,831908,BILL,WHITNEY,Female,2016-08-28,Black or African American,,Six,,501.82498,32.57143,32.57143,17.0,someRisk,8/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,86640,86858,402128,LISA,TAYLOR,Male,2019-01-31,Multi-Racial,,Six,,461.86337,6.285714,6.285714,1.0,highRisk,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR40L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,21721,13824,858930,RICKY,JOHNSON,Female,2016-08-12,Black or African American,,Six,,436.8288,4,4,1.0,highRisk,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR305L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,68831,84897,510526,AMY,WANG,Male,2016-06-23,Black or African American,,Six,,380.0109,0.5714286,0.5714286,1.0,highRisk,9/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR810L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,77118,20209,125665,TERRI,SHELTON,Male,2018-05-04,White,,Six,,556.05615,97.71429,97.71429,97.0,LI,8/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430L,,,,
