student_number,suns,firstname,lastname,middlename,dob,gendercode,ishispanic,reportingethnicity,testfamilydefinition,administration,startdate,enddate,collectionid,schoolyear,districtcode,testadministration,datetaken,schoolcode,id,studentid,gradelevel,motorscore,motorpercentile,conceptsscore,conceptspercentile,languagescore,languagepercentile,totalscore,totalpercentile,transferitemid,source,_enrich_cansubmit,_enrich_datecollected,_enrich_datemodified,_enrich_datesubmitted,_enrich_errorcount,_enrich_externalid,_enrich_fileid,_enrich_id,_enrich_infocount,_enrich_isedited,_enrich_warningcount
11665,1111111665,Name555,LastName555,MiddleName555,2013-08-27T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-02-09T00:00:00Z,27,A90D8CB5-5109-4B7D-A654-A63AFA034C27,212858F4-4FB0-4529-A520-4CE592EAA97A,PK,13,53,19,77,18,86,50,76,,Manually Entered,TRUE,2024-11-26T10:25:17.177Z,2024-11-26T10:25:17.177Z,,0,f54035fe-c034-4219-a9fc-270ab30c7d6a,45AD2366-49FC-4305-9356-41AA90A84403,E8421F72-9CAC-4AAA-8163-86CE3F524213,0,FALSE,0
11666,1111111666,Name556,LastName556,MiddleName556,2012-12-11T00:00:00Z,M,FALSE,B,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-02-02T00:00:00Z,,4EB8DADC-846A-46FB-890C-C0C080C9A89A,1E8C94E0-D9FA-47FD-B190-82E49184ABE0,,13,12,15,21,14,33,42,17,,Manually Entered,TRUE,2024-11-26T10:25:20.067Z,2024-11-26T10:25:20.067Z,,0,a3ada7b3-6a45-4f0f-9bfa-2acf5ca15099,45AD2366-49FC-4305-9356-41AA90A84403,4C3929A2-EED6-40AE-9C77-47A990C8B2A5,0,FALSE,0
11667,1111111667,Name557,LastName557,MiddleName557,2013-08-19T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-02-16T00:00:00Z,,ED0BD20F-5670-460B-A290-9F08EF6D9B65,3445537B-EE02-4D23-89F4-16C77865D554,,1,1,10,17,10,34,21,7,,Manually Entered,TRUE,2024-11-26T10:25:14.227Z,2024-11-26T10:25:14.227Z,,0,89a75f4a-baf7-43f9-b422-c0f720edd588,45AD2366-49FC-4305-9356-41AA90A84403,2C49D956-7077-4B0F-A9F5-449D41821775,0,FALSE,0
11668,1111111668,Name558,LastName558,MiddleName558,2012-10-13T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-06-19T00:00:00Z,22,1DE87FA3-6804-429E-B8E1-E99F36894319,56B033A3-D29C-4646-AE66-16ADAE67CCA1,PK,23,43,23,51,16,25,62,39,,Manually Entered,TRUE,2024-11-26T10:25:14.227Z,2024-11-26T10:25:14.227Z,,0,5c2233fd-f7b0-4998-99ee-7781913587a9,45AD2366-49FC-4305-9356-41AA90A84403,5C71B9F3-6209-40B5-98D0-E88DC7BFB02B,0,FALSE,0
11669,1111111669,Name559,LastName559,MiddleName559,2013-05-14T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-02-09T00:00:00Z,,935FD6EE-2625-482E-80D0-66EA3B2CF0AF,02BF2534-3961-400C-8E4F-16202316F113,,12,22,17,48,17,40,46,42,,Manually Entered,TRUE,2024-11-26T10:25:14.227Z,2024-11-26T10:25:14.227Z,,0,6452da4a-4e20-4826-ae05-f842a3ad5485,45AD2366-49FC-4305-9356-41AA90A84403,CAACA490-6133-4C07-86E5-4BDC8709DEC8,0,FALSE,0
11670,1111111670,Name560,LastName560,MiddleName560,2013-06-05T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-08-23T00:00:00Z,15,B9084DA5-85C7-4940-9D36-6CEB9D4B413E,2AAA2DD1-8250-4C61-97D9-1456DE94858D,PK,15,13,15,16,11,13,41,11,,Manually Entered,TRUE,2024-11-26T10:25:14.227Z,2024-11-26T10:25:14.227Z,,0,4b6ae315-4bba-4f58-9c51-4bfc973ed9f3,45AD2366-49FC-4305-9356-41AA90A84403,987FCB55-000F-4AE7-AB6C-DBE990018A97,0,FALSE,0
11671,1111111671,Name561,LastName561,MiddleName561,2013-07-15T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-08-24T00:00:00Z,,8AC1E4BC-6DFA-4F9E-9078-0548C47BBE9C,35EBE06E-6CD3-4012-B2EC-1431CB0BC041,,12,9,12,9,12,22,36,9,,Manually Entered,TRUE,2024-11-26T10:25:14.227Z,2024-11-26T10:25:14.227Z,,0,59c6644e-d927-47ca-bffc-43fb2fa34821,45AD2366-49FC-4305-9356-41AA90A84403,C43E3432-901F-4EA6-BAE6-28942DEDE583,0,FALSE,0
11672,1111111672,Name562,LastName562,MiddleName562,2013-01-15T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-02-09T00:00:00Z,27,DCB95C0A-57FA-4385-83BE-40D94E0C33D6,BF382DBA-2CA6-46FF-B519-12E181C90EB4,PK,8,3,18,39,15,39,41,16,,Manually Entered,TRUE,2024-11-26T10:25:14.227Z,2024-11-26T10:25:14.227Z,,0,adf7bd97-e1a4-4f6c-abfd-9e981e20651f,45AD2366-49FC-4305-9356-41AA90A84403,16C2024B-6549-438A-9C98-886BB40C34FE,0,FALSE,0
11673,1111111673,Name563,LastName563,MiddleName563,2013-07-04T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-02-20T00:00:00Z,27,B6031AF2-3EB7-48DB-9A50-AD790E0F146B,1B691321-57B4-439A-BE25-1183BA217389,PK,14,48,18,63,12,31,44,47,,Manually Entered,TRUE,2024-11-26T10:25:14.227Z,2024-11-26T10:25:14.227Z,,0,6b5630e7-a0ef-4d88-ba34-3cd738b21a44,45AD2366-49FC-4305-9356-41AA90A84403,F9ADF9D9-B2AE-46AF-9EAF-1117887E41DE,0,FALSE,0
11674,1111111674,Name564,LastName564,MiddleName564,2013-03-14T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-02-09T00:00:00Z,27,9B83597A-9CC6-4372-A689-69BF6E2100E0,FE52317F-31C3-4551-AFB7-1172D642164E,PK,11,11,8,4,12,28,31,7,,Manually Entered,TRUE,2024-11-26T10:25:14.227Z,2024-11-26T10:25:14.227Z,,0,466990a3-2776-4574-8255-f55391bc28b7,45AD2366-49FC-4305-9356-41AA90A84403,C416B21B-D53D-48A5-AD5B-AE2E5F215BEA,0,FALSE,0
11675,1111111675,Name565,LastName565,MiddleName565,2013-07-17T00:00:00Z,F,FALSE,B,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-02-08T00:00:00Z,,AE41891B-C048-444C-BD88-FFB74E6051C9,C48DAD64-D4B0-4A92-9773-110033DE4A68,,9,22,16,57,15,69,40,46,,Manually Entered,TRUE,2024-11-26T10:25:14.227Z,2024-11-26T10:25:14.227Z,,0,7feea0cb-52cb-4668-914a-ba6ffb50dead,45AD2366-49FC-4305-9356-41AA90A84403,9DE8A3B0-4123-4AFE-8834-0093047FCD44,0,FALSE,0
11676,1111111676,Name566,LastName566,MiddleName566,2012-12-06T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-08-11T00:00:00Z,14,30829226-A2E8-4327-8BE5-87904CA9D08C,CD78DF8C-76B3-4896-B4AE-1025B2F47701,PK,16,4,21,30,17,24,55,16,,Manually Entered,TRUE,2024-11-26T10:25:14.227Z,2024-11-26T10:25:14.227Z,,0,7fea8bae-2f6d-43b3-b5af-5ec8de0db301,45AD2366-49FC-4305-9356-41AA90A84403,ECC3F285-8CDD-40AE-848B-B6C9C8F63E56,0,FALSE,0
11677,1111111677,Name567,LastName567,MiddleName567,2012-12-25T00:00:00Z,F,FALSE,B,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-02-09T00:00:00Z,18,8F0C9671-8942-4DB2-9932-3B0C45E933A6,7482663C-C2AC-4F43-BA61-0FD6C4812459,PK,22,59,18,31,19,58,59,49,,Manually Entered,TRUE,2024-11-26T10:25:14.227Z,2024-11-26T10:25:14.227Z,,0,401b05d1-d0fb-4ae9-8644-5a668b00a143,45AD2366-49FC-4305-9356-41AA90A84403,5C4ED87C-DE9C-47F5-8B2C-7F7BB8E276A4,0,FALSE,0
11678,1111111678,Name568,LastName568,MiddleName568,2013-07-17T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-02-09T00:00:00Z,27,2C212DDE-A14F-46A9-A4F5-D4C2365C6C9B,B0C0F05C-7131-4117-BD86-0F6B67F0849C,PK,16,65,18,63,13,48,47,56,,Manually Entered,TRUE,2024-11-26T10:25:14.227Z,2024-11-26T10:25:14.227Z,,0,879104c3-8c03-4215-aa9a-3708a75b1f2c,45AD2366-49FC-4305-9356-41AA90A84403,574261E0-245D-464B-93C0-2B7FE952272D,0,FALSE,0
11679,1111111679,Name569,LastName569,MiddleName569,2013-05-03T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-08-09T00:00:00Z,18,D002426A-96D4-4162-8172-C89C03D88315,4B3C11D4-B1EA-48A9-B4B8-0F6550118818,PK,8,1,14,12,14,26,36,6,,Manually Entered,TRUE,2024-11-26T10:25:14.227Z,2024-11-26T10:25:14.227Z,,0,abd03b83-e2f2-475d-8a4b-589da4740d24,45AD2366-49FC-4305-9356-41AA90A84403,80F984F5-CA96-4997-A7EB-21155DD01BD4,0,FALSE,0
11680,1111111680,Name570,LastName570,MiddleName570,2012-11-02T00:00:00Z,F,FALSE,M,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-02-24T00:00:00Z,14,D440D218-54FE-4250-8F9E-A369BE1FA8DC,4EECA5B7-CB3B-419F-84AC-0F61E71D9E6A,PK,18,29,20,45,16,38,54,35,,Manually Entered,TRUE,2024-11-26T10:25:14.227Z,2024-11-26T10:25:14.227Z,,0,6f0f1249-2ae0-4025-80df-e93882359737,45AD2366-49FC-4305-9356-41AA90A84403,B25D432B-6A74-4544-A3BC-570E4A14FFC7,0,FALSE,0
11681,1111111681,Name571,LastName571,MiddleName571,2012-12-22T00:00:00Z,F,TRUE,H,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-02-16T00:00:00Z,,CFEEE32B-9831-4622-8D21-0327C6D8425B,4A963A40-7DA1-48CF-B175-0F461DE566AD,,13,12,21,60,14,33,48,29,,Manually Entered,TRUE,2024-11-26T10:25:14.227Z,2024-11-26T10:25:14.227Z,,0,5d6fb36a-0577-4832-8f56-79aa10a8fdfb,45AD2366-49FC-4305-9356-41AA90A84403,64DA94E8-E43B-47EC-80F6-548E7FE9F561,0,FALSE,0
11682,1111111682,Name572,LastName572,MiddleName572,2012-12-03T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-02-09T00:00:00Z,,FBE4D4FC-C55A-4A41-A3A5-AA6DD8901716,93618433-B358-4008-B5B9-403485281964,,13,12,21,60,15,39,49,37,,Manually Entered,TRUE,2024-11-26T10:25:15.867Z,2024-11-26T10:25:15.867Z,,0,b2bafcb1-d691-431f-9a01-cd4d72a478de,45AD2366-49FC-4305-9356-41AA90A84403,B539EF34-8E89-4516-A48F-8685A67B1F8F,0,FALSE,0
11683,1111111683,Name573,LastName573,MiddleName573,2012-11-06T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-02-09T00:00:00Z,,FA685B6A-8A3A-4A78-9743-FA322AB21CB6,ED324E97-D479-4E8C-8054-400894AB1827,,17,6,20,24,10,4,47,8,,Manually Entered,TRUE,2024-11-26T10:25:15.867Z,2024-11-26T10:25:15.867Z,,0,8c38a2f0-53da-41d4-abb6-74eb209d4e86,45AD2366-49FC-4305-9356-41AA90A84403,08C407C7-6359-4447-99BC-A324A85C58B0,0,FALSE,0
11684,1111111684,Name574,LastName574,MiddleName574,2012-10-05T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-08-11T00:00:00Z,,D5C8127C-1A97-4171-9CA2-5D3D99F50350,E1631F29-6863-42DD-8494-3FDAF1490151,,23,23,25,50,17,18,65,29,,Manually Entered,TRUE,2024-11-26T10:25:15.867Z,2024-11-26T10:25:15.867Z,,0,ca2b66f2-2f82-458c-99b7-e2c96b8640f9,45AD2366-49FC-4305-9356-41AA90A84403,D5E6CD97-F69A-4D77-8BA2-2D9B9A9D2A3F,0,FALSE,0
11685,1111111685,Name575,LastName575,MiddleName575,2013-03-23T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-04-26T00:00:00Z,28,4270AAFE-1990-4878-9317-792595BE094D,B2D6ED98-F144-43CC-BD61-3F3D0C8B219D,PK,15,21,12,9,8,8,35,8,,Manually Entered,TRUE,2024-11-26T10:25:15.867Z,2024-11-26T10:25:15.867Z,,0,918cb19b-c0cd-4174-a722-559330acb5d9,45AD2366-49FC-4305-9356-41AA90A84403,2435FA7B-202A-4CBA-A5C2-CA47C6D9A03F,0,FALSE,0
11686,1111111686,Name576,LastName576,MiddleName576,2013-03-30T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-02-09T00:00:00Z,,3101128E-8796-4352-9828-8AE7D0D33F92,037DDF9A-68AC-4DC6-8BAC-3E9E39FA22D7,,14,25,19,54,19,73,52,49,,Manually Entered,TRUE,2024-11-26T10:25:15.867Z,2024-11-26T10:25:15.867Z,,0,fe4ea0dc-b9cc-49cd-bc1c-8cd6adb12820,45AD2366-49FC-4305-9356-41AA90A84403,720FC98D-FD44-40BA-9A58-A64F587CF226,0,FALSE,0
11687,1111111687,Name577,LastName577,MiddleName577,2013-01-14T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-08-21T00:00:00Z,29,100841BE-F637-41E2-857A-7F5AC0641257,08211D76-A0FC-4E4B-BF81-3E4214EC34E8,PK,10,1,14,7,16,25,40,4,,Manually Entered,TRUE,2024-11-26T10:25:15.867Z,2024-11-26T10:25:15.867Z,,0,571b8d2b-ec98-4076-80a5-fa7398066bcb,45AD2366-49FC-4305-9356-41AA90A84403,EAD4D539-D93D-4A71-A7C8-119153FDB39D,0,FALSE,0
11688,1111111688,Name578,LastName578,MiddleName578,2013-07-10T00:00:00Z,F,FALSE,A,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-02-08T00:00:00Z,,26A97891-9F21-4E2E-90F0-E6517C91463D,2B9F426D-2299-49B9-8B22-3E1EE72C7090,,2,1,9,10,3,4,14,2,,Manually Entered,TRUE,2024-11-26T10:25:15.867Z,2024-11-26T10:25:15.867Z,,0,f09728fa-c86e-43d7-b44f-1fe23e2ca4d2,45AD2366-49FC-4305-9356-41AA90A84403,E73C1584-E71C-4123-84E1-0566DD6C7F3B,0,FALSE,0
11689,1111111689,Name579,LastName579,MiddleName579,2013-04-04T00:00:00Z,M,TRUE,H,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-05-22T00:00:00Z,,2901ADB6-8EAC-4FF2-BFE4-C9D008154C08,EC35042C-D195-44BB-A547-28435D735228,,12,9,14,16,11,17,37,10,,Manually Entered,TRUE,2024-11-26T10:25:15.867Z,2024-11-26T10:25:15.867Z,,0,82e83f52-d637-4393-94fc-55d6cde2fb66,45AD2366-49FC-4305-9356-41AA90A84403,330FBC78-68AD-4143-A6E6-439DCA7D6328,0,FALSE,0
11690,1111111690,Name580,LastName580,MiddleName580,2013-03-14T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-02-09T00:00:00Z,,EDDD4538-C3D2-4B5D-B5A8-8E0E67D87BBC,325E8EEF-432B-48B1-89EB-27E6CCD65FD0,,11,4,16,20,13,21,40,10,,Manually Entered,TRUE,2024-11-26T10:25:15.867Z,2024-11-26T10:25:15.867Z,,0,4bb25329-1312-4bf0-b12a-bf4443ad3f47,45AD2366-49FC-4305-9356-41AA90A84403,43843226-A448-4862-9E1F-CAFB4E6BF4FC,0,FALSE,0
11691,1111111691,Name581,LastName581,MiddleName581,2013-03-04T00:00:00Z,M,FALSE,M,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-05-23T00:00:00Z,22,BF63CC1A-9E99-41E4-98C5-F3D243A42CE3,FBE5E226-122D-4847-8409-26649221DEAB,PK,15,13,16,20,10,10,41,11,,Manually Entered,TRUE,2024-11-26T10:25:15.867Z,2024-11-26T10:25:15.867Z,,0,8e57712b-91ec-440a-a52b-e4740dfdfce8,45AD2366-49FC-4305-9356-41AA90A84403,0631579B-A812-4A14-A061-08F3406D7A82,0,FALSE,0
11692,1111111692,Name582,LastName582,MiddleName582,2013-04-15T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-02-20T00:00:00Z,18,CD13EA18-3053-4633-A79D-F887766428B1,D1F83D58-28B5-48FF-9A26-2631666B0579,PK,11,11,13,16,19,73,43,26,,Manually Entered,TRUE,2024-11-26T10:25:15.867Z,2024-11-26T10:25:15.867Z,,0,30dbfcf3-2bed-4bc0-a4f7-62ad685e92d5,45AD2366-49FC-4305-9356-41AA90A84403,35E84C27-597D-4AF3-BC69-6A56CD9FC596,0,FALSE,0
11693,1111111693,Name583,LastName583,MiddleName583,2013-08-04T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-10-05T00:00:00Z,14,809C6BC4-3C57-43D1-B4AC-03E663100AC6,5E9E278F-058D-45A7-BA80-25CC3D0B9BA1,PK,8,4,12,12,8,10,28,5,,Manually Entered,TRUE,2024-11-26T10:25:15.867Z,2024-11-26T10:25:15.867Z,,0,7b4fadc8-cce6-43de-bf2b-36980c667e03,45AD2366-49FC-4305-9356-41AA90A84403,70587494-8CB2-4F49-8BB0-334749C0AAF9,0,FALSE,0
11694,1111111694,Name584,LastName584,MiddleName584,2012-09-17T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-09-26T00:00:00Z,15,62224E63-10B7-4E24-B143-57BCEACED475,DB9D9EA9-3B19-449B-8EF0-25B92275D10D,PK,22,47,31,96,25,86,78,88,,Manually Entered,TRUE,2024-11-26T10:25:15.867Z,2024-11-26T10:25:15.867Z,,0,a0952e3d-f2bd-4a1c-a769-33ad5f3942f7,45AD2366-49FC-4305-9356-41AA90A84403,EA5C7501-AA7D-41A8-B20D-6DE427512A98,0,FALSE,0
11695,1111111695,Name585,LastName585,MiddleName585,2012-10-10T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,2017-18 DIAL 4 Pretest,2017-03-14T00:00:00Z,2017-12-22T00:00:00Z,DIAH,2025,3901,29DDACC2-14E0-410A-8D75-78883C30025C,2017-08-18T00:00:00Z,31,9B6A76F1-40DA-438B-82C8-6AB041361F87,2851A54E-AFEE-412D-9CFF-2522735C14A1,PK,20,9,16,6,19,28,55,10,,Manually Entered,TRUE,2024-11-26T10:25:15.867Z,2024-11-26T10:25:15.867Z,,0,a2faa112-d75a-45c7-9f60-55e9431fc024,45AD2366-49FC-4305-9356-41AA90A84403,B8415250-4241-413D-B0D7-407D8B6715D1,0,FALSE,0
11696,1111111696,Name586,LastName586,MiddleName586,2011-04-06T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,2014-15 3K Post-Test,2015-04-01T00:00:00Z,2015-06-05T00:00:00Z,DIAH,2025,3204,B35F4CD6-5B24-4B75-B671-0104D0130F19,2014-06-03T00:00:00Z,800,F3BD7126-39EA-40A6-B9CD-1396CFDDD025,B0927EC9-A889-4784-9E77-A878CB9A9970,PK,3,47,10,62,10,65,23,65,,,TRUE,2024-12-03T21:04:16.377Z,2024-12-03T21:04:16.377Z,,0,7d8d9e4a-9fd9-4264-943d-57a194eac520,871A8F3E-B0E2-4FC1-A645-6FE34F704E93,2E6D1BC6-4782-4F22-B67E-5F80451D638B,0,FALSE,0
11697,1111111697,Name587,LastName587,MiddleName587,2010-11-09T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,2014-15 3K Post-Test,2015-04-01T00:00:00Z,2015-06-05T00:00:00Z,DIAH,2025,3204,B35F4CD6-5B24-4B75-B671-0104D0130F19,2015-05-14T00:00:00Z,800,AEBDBFF8-0FD2-4445-8C9E-9578E0801C77,9C6C8C99-14C3-4292-ACA8-A7A8B9D4A0E1,PK,18,87,18,63,18,75,54,78,,,TRUE,2024-12-03T21:04:16.377Z,2024-12-03T21:04:16.377Z,,0,31d9000b-717a-436f-b3d5-3ce4beb42c88,871A8F3E-B0E2-4FC1-A645-6FE34F704E93,2EE0EAD8-8AFA-4C82-90CF-8BBDD8AE82D8,0,FALSE,0
11698,1111111698,Name588,LastName588,MiddleName588,2011-04-10T00:00:00Z,M,FALSE,B,DIAL-3 / DIAL-4,2014-15 3K Post-Test,2015-04-01T00:00:00Z,2015-06-05T00:00:00Z,DIAH,2025,3204,B35F4CD6-5B24-4B75-B671-0104D0130F19,2015-05-05T00:00:00Z,800,CD090532-178C-46A7-949A-CB4EB551C94C,F15C977C-CC9F-4956-894B-A77551E40DC0,PK,10,51,14,52,15,69,39,58,,,TRUE,2024-12-03T21:04:16.377Z,2024-12-03T21:04:16.377Z,,0,1c40570d-9e29-4f74-affd-6c38a1cf773d,871A8F3E-B0E2-4FC1-A645-6FE34F704E93,F100BDC5-3283-4075-AAA5-F7F0C99C957B,0,FALSE,0
11699,1111111699,Name589,LastName589,MiddleName589,2010-12-21T00:00:00Z,F,FALSE,B,DIAL-3 / DIAL-4,2014-15 3K Post-Test,2015-04-01T00:00:00Z,2015-06-05T00:00:00Z,DIAH,2025,3204,B35F4CD6-5B24-4B75-B671-0104D0130F19,2015-04-30T00:00:00Z,800,4B88FE43-1C9E-4E31-A689-0E4A1EFDC41C,BA0C7B6D-4DFB-4ABB-8D77-A47B9A959E82,PK,21,98,19,76,12,27,,,,,TRUE,2024-12-03T21:04:16.377Z,2024-12-03T21:04:16.377Z,,0,5ca3dd8a-cfad-4bec-942d-20c01a605552,871A8F3E-B0E2-4FC1-A645-6FE34F704E93,4904D798-4FE7-4963-BC30-2ADAC4DE9DF7,0,FALSE,0
11700,1111111700,Name590,LastName590,MiddleName590,2010-09-21T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,2014-15 3K Post-Test,2015-04-01T00:00:00Z,2015-06-05T00:00:00Z,DIAH,2025,3204,B35F4CD6-5B24-4B75-B671-0104D0130F19,2015-04-21T00:00:00Z,800,8C631B59-7E23-4FC9-80E5-25EAA0AC1072,707AF8D8-FE92-4E03-A94D-A2C0388999E8,PK,20,95,19,70,17,66,56,83,,,TRUE,2024-12-03T21:04:16.377Z,2024-12-03T21:04:16.377Z,,0,ec8ea565-98d5-4aa6-9584-43d56eeec31b,871A8F3E-B0E2-4FC1-A645-6FE34F704E93,C8A1DDC7-757F-4F1B-B624-349E633D3743,0,FALSE,0
